image_filename,日文名字 Japanese Name,中文名字 Chinese Name,类型 Type,相关作品 Relevant Work,相关人物 Relevant Character,相关柄图 Relevant Image,相关活动 Relevant Event,发行商经销商 Distributor,发行日期 Release Date,发行价格 Release Price ,发行地区 Release Region,信息来源 Resource,地点 Location,具体位置 Address,营业时间 Operation Hours,详细信息 Detailed Information
025.jpg,"「女の園の星] メガネケース
- マイクロファイバークロス付き -
小林先生のポロシャツモチーフ柄",《女校之星》 - 眼镜盒眼镜布套组-小林老师polo衫图案,眼镜布,女校之星（漫画）,小林老师,,,RE:SHAZAM,10/18/2021,3740,日本,https://nijimen.kusuguru.co.jp/topics/200304,,,,"眼镜盒尺寸：160mm*60mm*40mm 
眼镜布尺寸：150mm*180mm"
026.jpg,和山やま『女の園の星』クリアファイル＋ステッカーセット（複製原画特典付き）,《女校之星》 透明文件夹+贴纸套装（附赠原画复制品）- 星老师“锹甲虫男孩”毕业照 （3普通+1闪光）,"证件照, 贴纸",女校之星（漫画）,星老师,星老师 锹甲虫幸运男孩,,BOOTH,4/23/2021,2750 （套组出售）,日本,https://booth.pm/en/items/2709956,,,,"- 毕业照单张尺寸：3cm*4cm
- 880 （毕业照单独再贩价格）10/8/2025"
027.jpg,和山やま『女の園の星』クリアファイル＋ステッカーセット（複製原画特典付き）,《女校之星》透明文件夹+贴纸套装（附赠原画复制品）- 一套四个A4文件夹（共4款）,文件夹,女校之星（漫画）,"星老师, 小林老师",星老师 锹甲虫幸运男孩,,BOOTH,4/23/2021,2750 （套组出售）,日本,https://booth.pm/en/items/2709956,,,,
028.jpg,女の園の星／チェキ風カードセット＜A／B＞,《女校之星》 - 语文教师 + 数学教师 拍立得套组 （一组6张，共2组，12张）,拍立得,女校之星（漫画）,"小林老师, 星老师, 中村老师","小林老师 举排球, 星老师 捧饭团",,BOOTH,11/3/2024,1320 （单组）,日本,https://booth.pm/en/items/6159545,,,,"●套组A：国語教師和中村先生
星先生1／星先生2／星先生＆小林先生＆緑川先生／増田先生／金子先生／中村先生
●套组B：数学教師
小林先生1／小林先生2／小林先生3／小林先生4／緑川先生／長谷川先生
----------------------------------
单张尺寸：宽54mm*高86mm
----------------------------------"
029.jpg,コミックビーム28th展 ミニ色紙 和山やま,空港再会 原画复制色纸,色纸,去唱卡拉OK吧 （漫画）,"成田狂儿, 冈聪实",聪实 狂儿 空港再会,Comic Beam 28周年 コミックビーム28th展,コミックビームComic Beam,6/28/2024,550,日本,https://store.kadokawa.co.jp/shop/g/g302403008770/?publication_id=pt00469,,,,"材质：纸质
尺寸：约136 x 120毫米
产地：日本"
030.jpg,コミックビーム28th展 A4クリアファイル 和山やま,聪实 萨莉亚接饮料 A4文件夹,文件夹,去家庭餐厅吧（漫画）,冈聪实,聪实 萨莉亚 接饮料,Comic Beam 28周年 コミックビーム28th展,コミックビームComic Beam,6/28/2024,660,日本,https://store.kadokawa.co.jp/shop/g/g302403008784/?publication_id=pt00469,,,,"材质：PP
尺寸：约 310 x 220 毫米
产地：日本"
031.jpg,コミックビーム28th展 A4クリアファイル キービジュアル,Comic Beam 28周年 A4透明文件夹,文件夹,去家庭餐厅吧（漫画）,冈聪实,,Comic Beam 28周年 コミックビーム28th展,コミックビームComic Beam,6/28/2024,660,日本,https://store.kadokawa.co.jp/shop/g/g302403008798/?publication_id=pt00469,,,,"材质：纸质
尺寸：约 80 x 55 毫米（因类型而异）
原产国：日本"
032.jpg,コミックビーム28th展 ダイカットステッカー（2枚セット） 和山やま,《去家庭餐厅吧。上》异形贴纸（2张一套）,贴纸,去家庭餐厅吧（漫画）,"成田狂儿, 冈聪实","聪实 狂儿 萨莉亚 很不高兴见到你, 聪实 狂儿 散散步吧",Comic Beam 28周年 コミックビーム28th展,コミックビームComic Beam,6/28/2024,605,日本,https://store.kadokawa.co.jp/shop/g/g302403008799/?publication_id=pt00469,,,,"素材：紙
サイズ：約80×55mm内（※種類によって異なります。）
生産国：日本"
033.jpg,コミックビーム28th展 アクリルキーホルダー 和山やま,《去唱卡拉OK吧！》地狱可真热啊 亚克力挂件,亚克力挂件,去唱卡拉OK吧 （漫画）,"成田狂儿, 冈聪实",聪实 狂儿 “地狱可真热啊”,Comic Beam 28周年 コミックビーム28th展,コミックビームComic Beam,6/28/2024,770,日本,https://store.kadokawa.co.jp/shop/g/g302403008813/?publication_id=pt00469,,,,"材质：亚克力、铁
尺寸：约 80 x 50 毫米（因款式而异）
产地：日本"
034.jpg,コミックビーム28th展 高級複製原画 和山やま,《去家庭餐厅吧。上》散散步吧 高品质原画复制品,"复制原画, 装裱相框",去家庭餐厅吧（漫画）,"成田狂儿, 冈聪实",聪实 狂儿 散散步吧,Comic Beam 28周年 コミックビーム28th展,コミックビームComic Beam,7/19/2024,27500,日本,https://store.kadokawa.co.jp/shop/g/g302403008857/?publication_id=pt00469,,,,"材质：纸，画框：木质，画框表面：亚克力，胶合板
尺寸：约 445 x 338 毫米
产地：日本"
035.jpg,コミックビーム28th展 アクリルブロック 和山やま,《去家庭餐厅吧。上》狂儿 递手表 亚克力块,亚克力立牌亚克力板,去家庭餐厅吧（漫画）,成田狂儿,狂儿 递表,Comic Beam 28周年 コミックビーム28th展,コミックビームComic Beam,6/28/2024,770,日本,https://store.kadokawa.co.jp/shop/g/g302403008828/,,,,"材质：亚克力
尺寸：约 65 x 35 毫米（因款式而异）
产地：日本"
036.jpg,コミックビーム28th展 複製原稿 和山やま,《去家庭餐厅吧。上》狂儿 抽烟 复制原画,复制原画,去家庭餐厅吧（漫画）,成田狂儿,狂儿 抽烟,Comic Beam 28周年 コミックビーム28th展,コミックビームComic Beam,6/28/2024,1100,日本,https://store.kadokawa.co.jp/shop/g/g302403008842/,,,,"材质：纸质
尺寸：约364 x 257毫米
产地：日本"
037.jpg,「カラオケ行こ!」フレグランス - 成田狂児,《去唱卡拉OK吧！》角色香水 - 成田狂儿,香水,去唱卡拉OK吧 （漫画）,成田狂儿,,,primaniacs,7/22/2022,6600,日本,https://nijimen.kusuguru.co.jp/topics/304982,,,,"那双迷人的眼睛让我心动不已，麝香般的馥郁香气也缓缓渗入。
在浓郁刺激的香料气息之下，隐藏着厚重皮革的醇厚气息。
散发着成熟稳重气息的优雅氛围，渐渐被如同人体肌肤般温暖的麝香所笼罩，营造出宁静祥和的氛围。
它是一种苦涩而深沉的香气，在危险的外表下散发出平静、阳刚的甜美。
前调：佛手柑、黑胡椒、孜然、乳香
中调：皮革香调，烟草；
基调：苔藓，麝香，香根草，劳丹脂"
038.jpg,「カラオケ行こ!」フレグランス - 岡聡実,《去唱卡拉OK吧！》角色香水 - 冈聪实,香水,去唱卡拉OK吧 （漫画）,冈聪实,,,primaniacs,7/22/2022,6600,日本,https://nijimen.kusuguru.co.jp/topics/304982,,,,"将你烦恼的思绪藏在心底，就像一本清澈如水的肥皂笔记本。
淡淡的皂香与清新的甜味交织在一起。这微妙而又时而飘忽的香气，让我想起一个仍在成长的男孩心中那份难以言喻的苦闷。
很快，柔和的空气中充满了新鲜柏树的沙沙声，给你的心带来了一丝光明。
这款香水气味淡雅，却又不失个性，营造出一种令人愉悦的和谐感。
前调：海洋气息、甜瓜；
中调：肥皂气息、铃兰、玫瑰、樟树
最后：花香臭氧、麝香、檀香、柏树"
039.jpg,『カラオケ行こ！』マグカップ,《去唱卡拉OK吧！》马克杯,杯子 盘子,去唱卡拉OK吧 （漫画）,"成田狂儿, 冈聪实","丰田世纪, 狂儿 递名片",,,12/4/2021,2500,日本,https://store.kadokawa.co.jp/shop/g/g302111002245/,,,,"这款马克杯以《去唱卡拉OK吧！》为主题，饰有条纹图案，灵感源自“卡拉OK天堂”的壁纸，以及该系列中的人物和图案。

[尺寸]
高9.5厘米 x 直径8厘米 / 容量：350毫升

[材质]
陶瓷

[产地]
杯身：中国 / 加工：日本"
040.jpg,『カラオケ行こ！』アクリルプレート,《去唱卡拉OK吧！》亚克力板,亚克力立牌亚克力板,去唱卡拉OK吧 （漫画）,"成田狂儿, 冈聪实",聪实 狂儿 雨中撑伞,,,12/4/2021,4500,日本,https://store.kadokawa.co.jp/shop/g/g302111002247/,,,,"这款亚克力板以漫画《卡拉OK伊科！》的封面插图为主题，并附有和山老师的电子签名，让您可以欣赏到精美的彩色插图。

[尺寸]
高19.5厘米 x 宽25厘米 / 含支架

[材质]
亚克力（主体），含金属支架

[产地]
日本"
041.jpg,メニュー注文特典：コースター,《去唱卡拉OK吧！》Cafe 菜单点餐额外赠送：杯垫（共4款）,杯垫 杯套,去唱卡拉OK吧 （漫画）,"成田狂儿, 冈聪实","聪实 吃炒饭, 狂儿 吃巴菲, 聪实 唱红 , 狂儿 唱红",,,12/4/2021,N/A 赠品,日本,https://nijimen.kusuguru.co.jp/topics/240609,,,,"作为咖啡馆的特别福利，顾客每点一份菜单上的菜品，即可获赠一个随机挑选的原创杯垫。集齐四种类型后，背面的插图就会完整。

预购门票 660， 饮品价格650~770."
042.jpg,事前予約：缶バッジセット,《去唱卡拉OK吧！》Cafe 门票预购额外赠送：徽章一对,徽章吧唧,去唱卡拉OK吧 （漫画）,"成田狂儿, 冈聪实",聪实 吃炒饭,,,12/4/2021,N/A 赠品,日本,https://nijimen.kusuguru.co.jp/topics/240610,,,,您可以通过在 Lawson Ticket 购买您想要的日期和时间的门票进行提前预订，这将使您享有优先进入商店的权利，并附赠两枚原装罐装徽章。
043.jpg,『カラオケ行こ！』＆『ファミレス行こ。』ステッカーセット Aセット,《去唱卡拉OK吧！》 & 《去家庭餐厅吧。上》 贴纸套装 A,贴纸,去唱卡拉OK吧 （漫画）,"成田狂儿, 冈聪实",,,,12/4/2021,900,日本,https://store.kadokawa.co.jp/shop/g/g302111002241/,,,,"[尺寸]
约高6厘米 x 宽5厘米 / 一套5张
[材质]
PVC
[产地]
日本"
044.jpg,『カラオケ行こ！』＆『ファミレス行こ。』ステッカーセット Bセット,《去唱卡拉OK吧！》 & 《去家庭餐厅吧。上》 贴纸套装 B,贴纸,去唱卡拉OK吧 （漫画）,"成田狂儿, 冈聪实",聪实 狂儿 TV对视,,,12/4/2021,900,日本,https://store.kadokawa.co.jp/shop/g/g302111002243/,,,,"[尺寸]
约高6厘米 x 宽5厘米 / 一套5张
[材质]
PVC
[产地]
日本"
045.jpg,『カラオケ行こ！』＆『ファミレス行こ。』ステッカーセット Cセット,《去唱卡拉OK吧！》 & 《去家庭餐厅吧。上》 贴纸套装 C,贴纸,"去唱卡拉OK吧 （漫画）, 去家庭餐厅吧（漫画）","成田狂儿, 冈聪实","狂儿 抽烟, 狂儿 22？",,,12/4/2021,900,日本,https://store.kadokawa.co.jp/shop/g/g302111002244/,,,,"[尺寸]
约高6厘米 x 宽5厘米 / 一套5张
[材质]
PVC
[产地]
日本"
046.jpg,朗読劇『カラオケ行こ！』 和山やま描き下ろしメインビジュアル F4キャンバスボード,《去唱卡拉OK吧！》朗读剧  F4帆布画,帆布挂画,去唱卡拉OK吧 （漫画）,"成田狂儿, 冈聪实",聪实 狂儿 家庭照,《去唱卡拉OK吧！》朗读剧,,3/1/2022,7700,日本,https://store.kadokawa.co.jp/shop/g/g4541993102877/,,,,"由原作者山山和山绘制的朗读剧主视觉插图，现已制作成F4尺寸的画布画板！
尺寸：高333毫米 x 宽243毫米，厚度：约2厘米"
047.jpg,朗読劇『カラオケ行こ！』パンフレット,《去唱卡拉OK吧！》朗读剧  小册子,小册子,去唱卡拉OK吧 （漫画）,"成田狂儿, 冈聪实",聪实 狂儿 家庭照,《去唱卡拉OK吧！》朗读剧,,3/1/2022,1800,日本,https://store.kadokawa.co.jp/shop/g/g4541993102167/,,,,"朗读剧《去唱卡拉OK吧！》的宣传册，16页全彩，包含Yama Yama和演员的评论，以及主演市川太一和江口拓也的剧照！
A4尺寸 16页 全彩"
048.jpg,【非売品】朗読劇「カラオケ行こ！」ブックカバー,《去唱卡拉OK吧！》朗读剧  【非卖品】书皮/包书纸,包书皮,去唱卡拉OK吧 （漫画）,"成田狂儿, 冈聪实",聪实 狂儿 家庭照,《去唱卡拉OK吧！》朗读剧,,3/1/2022,N/A,日本,,,,,
049.jpg,【非売品】朗読劇「カラオケ行こ！」A4クリアファイル,《去唱卡拉OK吧！》朗读剧【非卖品】A4透明双面文件夹,文件夹,去唱卡拉OK吧 （漫画）,"成田狂儿, 冈聪实",聪实 狂儿 家庭照,《去唱卡拉OK吧！》朗读剧,,3/1/2022,N/A,日本,https://buyee.jp/mercari/item/m59504009489?conversionType=Mercari_DirectSearch,,,,
050.jpg,,《去唱卡拉OK吧！》朗读剧【非卖品】双面明信片,纸片子,去唱卡拉OK吧 （漫画）,"成田狂儿, 冈聪实",聪实 狂儿 家庭照,《去唱卡拉OK吧！》朗读剧,,3/1/2022,N/A,日本,https://buyee.jp/mercari/item/m59504009489?conversionType=Mercari_DirectSearch,,,,
051.jpg,朗読劇『カラオケ行こ！』缶バッジ,《去唱卡拉OK吧！》朗读剧 徽章（盲盒 共8款）,徽章吧唧,去唱卡拉OK吧 （漫画）,"成田狂儿, 冈聪实",聪实 狂儿 家庭照,《去唱卡拉OK吧！》朗读剧,,3/1/2022,550（单款）,日本,https://store.kadokawa.co.jp/shop/g/g4541993102174/,,,,"共8种（随机）
产品尺寸：直径57mm"
052.jpg,朗読劇『カラオケ行こ！』アクリルスタンド成田狂児,《去唱卡拉OK吧！》朗读剧 亚克力立牌-成田狂儿,亚克力立牌亚克力板,去唱卡拉OK吧 （漫画）,成田狂儿,聪实 狂儿 家庭照,《去唱卡拉OK吧！》朗读剧,,3/1/2022,1800,日本,https://store.kadokawa.co.jp/shop/g/g4541993102228/,,,,"亚克力立牌，上面印有朗读剧《成田狂儿》的主视觉插图，由原作者 Yama Yama 绘制！
■规格
尺寸：最大约高140 x 宽62毫米，厚度3毫米
*尺寸可能因图示略有不同。"
053.jpg,朗読劇『カラオケ行こ！』アクリルスタンド岡聡実,《去唱卡拉OK吧！》朗读剧 亚克力立牌-冈聪实,亚克力立牌亚克力板,去唱卡拉OK吧 （漫画）,冈聪实,聪实 狂儿 家庭照,《去唱卡拉OK吧！》朗读剧,,3/1/2022,1800,日本,https://store.kadokawa.co.jp/shop/g/g4541993102235/,,,,"亚克力立牌，上面印有朗读剧《成田狂儿》的主视觉插图，由原作者 Yama Yama 绘制！
■规格
尺寸：最大约高140 x 宽62毫米，厚度3毫米
*尺寸可能因图示略有不同。"
054.jpg,,简中版《去家庭餐厅吧 上》/《去恰饭吧》特装版 特典  烫金徽章组,徽章吧唧,去家庭餐厅吧（漫画）,"成田狂儿, 冈聪实",,,,10/20/2025,,大陆,,,,,
055.jpg,,简中版《去家庭餐厅吧 上》/《去恰饭吧》特装版 茑屋限定 特典 他和他 光栅卡,光栅卡,去家庭餐厅吧（漫画）,"成田狂儿, 冈聪实",,《去家庭餐厅吧。上》简中首刷发行,,10/20/2025,,大陆,,,,,
056.jpg,,简中版《去家庭餐厅吧 上》/《去恰饭吧》普通版 特典  再会名场面 光栅卡,光栅卡,去家庭餐厅吧（漫画）,"成田狂儿, 冈聪实","狂儿 递名片 , 狂儿 递表",《去家庭餐厅吧。上》简中首刷发行,,10/20/2025,,大陆,,,,,
057.jpg,,简中版《去家庭餐厅吧 上》/《去恰饭吧》普通版 特典 贴纸,贴纸,去家庭餐厅吧（漫画）,"成田狂儿, 冈聪实","狂儿 递表, 聪实 狂儿 萨莉亚 很不高兴见到你, 猫猫慌慌：真棒~",《去家庭餐厅吧。上》简中首刷发行,,10/20/2025,,大陆,,,,,
058.jpg,,简中版《去家庭餐厅吧。上》/《去恰饭吧》特装版 茑屋限定 特典  咲茶店对视 透卡,透卡,去家庭餐厅吧（漫画）,"成田狂儿, 冈聪实",聪实 狂儿 咲茶店对视,《去家庭餐厅吧。上》简中首刷发行,,10/20/2025,,大陆,,,,,
059.jpg,,简中版《去家庭餐厅吧。上》/《去恰饭吧》特装版 茑屋限定 特典  一起去点餐 透卡,透卡,去家庭餐厅吧（漫画）,"成田狂儿, 冈聪实",聪实 狂儿 中餐馆点单,《去家庭餐厅吧。上》简中首刷发行,,10/20/2025,,大陆,,,,,
060.jpg,,繁中版《去家庭餐厅吧。上》首刷限定版 特典 明信片 （一套4张）,纸片子,去家庭餐厅吧（漫画）,"成田狂儿, 冈聪实","聪实 狂儿 郁金香松饼咖啡 , 聪实 狂儿 咲茶店对视, 狂儿 吃咖喱, 聪实 萨莉亚 接饮料",《去家庭餐厅吧。上》繁中首刷发行,,10/7/2024,N/A 赠品,台湾,https://www.books.com.tw/products/0010999939?sloc=main,,,,明信片 約15*10CM 紙
061.jpg,,繁中版《去家庭餐厅吧。上》首刷限定版 特典 成田狂儿 烫金明信片,名片,"去唱卡拉OK吧 （漫画）, 去家庭餐厅吧（漫画）",成田狂儿,狂儿 名片,《去家庭餐厅吧。上》繁中首刷发行,,10/7/2024,N/A 赠品,台湾,https://www.books.com.tw/products/0010999939?sloc=main,,,,燙金名片 約9*5.4CM 紙
062.jpg,,繁中版《去家庭餐厅吧。上》首刷限定版 书店特典 海报,海报,去家庭餐厅吧（漫画）,"成田狂儿, 冈聪实",聪实 狂儿 散散步吧,《去家庭餐厅吧。上》繁中首刷发行,,10/7/2024,N/A 赠品,台湾,,,,,尺寸：28*61cm
063.jpg,,东立出版社 满赠【LOVE FOR U】文件夹,文件夹,去家庭餐厅吧（漫画）,"成田狂儿, 冈聪实",聪实 狂儿 散散步吧,,,10/14/2024,N/A 赠品,台湾,https://gnn.gamer.com.tw/detail.php?sn=275437,,,,"東立出版社今日宣布，2024 年東立全品項通路活動「買慶祭」正式開跑的消息，即日起於活動店家購買東立全品項商品（含漫畫、小說、週邊，特殊商品除外），滿額即隨機贈送「LOVE for U」多功能資料夾。
「LOVE for U」多功能資料夾便是由「L 夾」與「U 型夾」的結合而成，除了防水 PP 材質完全不用擔心手滑打翻水或飲料之外，精美印刷也忠實呈現各作品的絕美彩圖！
關於博客來、金石堂、momo 等網路書店的活動辦法則請以該店官方網站公告為主。只要在活動店家購買東立全品項商品(含漫畫、小說、精品，特殊商品除外)，滿 359 元就能獲得 1 份。"
064.jpg,,韩文版 《去家庭餐厅吧。上》首限 随书附赠 小卡（一套2张）,小卡,去家庭餐厅吧（漫画）,"成田狂儿, 冈聪实","聪实 狂儿 散散步吧, 狂儿 吃咖喱",《去家庭餐厅吧。上》韩语首刷发行,,3/28/2024,N/A 赠品,韩国,,,,,尺寸：55*85mm
065.jpg,,"韩文版 《去家庭餐厅吧。上》首限 书店满赠
教保书店：收据书签",书签,去家庭餐厅吧（漫画）,"成田狂儿, 冈聪实",聪实 狂儿 散散步吧,《去家庭餐厅吧。上》韩语首刷发行,,3/28/2024,N/A 赠品,韩国,https://x.com/mundongcomics/status/1773177091145564177,,,,"包括《去家庭餐厅吧 上》在内，所有书籍价格均超过15,000韩元。购买商品即可获赠礼品。
《去家庭餐厅吧 上》韩文版首限价格 7650 韩币"
